model_type,	noise,angle,sig_frac,n_epochs,train_time,epochs,eval_acc,train_acc,test_acc,eval_loss,train_loss,test_loss,weighted_n_events,n_raw_bkgd,n_raw_sig,n_pass_bkgd,n_pass_sig,raw_signif,pass_signif
binary_softmax,	0.2,1.4,0.0178,1000,25.7814,425,0.7985,0.7984,0.7985,0.2718,0.3028,0.2765,100000,13252,1755,1682,1537,14.326,27.090
binary_softmax,	0.2,1.4,0.0178,1000,31.1508,514,0.8105,0.8104,0.8105,0.2707,0.3048,0.2806,100000,13192,1754,1709,1500,14.347,26.479
binary_softmax,	0.2,1.4,0.0178,1000,29.6329,492,0.8083,0.8083,0.8084,0.2719,0.3024,0.2723,100000,13130,1761,1933,1542,14.431,26.158
binary_softmax,	0.2,1.4,0.0178,1000,25.8874,428,0.7982,0.7981,0.7982,0.2703,0.3097,0.2742,100000,13215,1758,1748,1547,14.367,26.950
binary_softmax,	0.2,1.4,0.0178,1000,31.0207,508,0.8125,0.8125,0.8125,0.2697,0.3018,0.2714,100000,12998,1761,1743,1547,14.495,26.971
binary_softmax,	0.2,1.4,0.0178,1000,28.5563,473,0.8117,0.8116,0.8117,0.2715,0.3029,0.2707,100000,13240,1756,1665,1541,14.340,27.216
relegator,	0.2,1.4,0.0178,1000,23.8490,329,0.7291,0.7289,0.7291,0.6517,0.7434,0.6754,100000,13307,1762,925,1387,14.354,28.846
relegator,	0.2,1.4,0.0178,1000,36.8777,511,0.7535,0.7534,0.7535,0.5906,0.6930,0.5786,100000,13192,1757,244,1194,14.370,31.487
relegator,	0.2,1.4,0.0178,1000,33.7379,467,0.7793,0.7792,0.7793,0.6038,0.6824,0.6294,100000,13299,1759,545,1329,14.334,30.700
relegator,	0.2,1.4,0.0178,1000,31.9772,443,0.7733,0.7732,0.7733,0.6240,0.6925,0.6332,100000,13208,1763,744,1382,14.409,29.973
relegator,	0.2,1.4,0.0178,1000,25.1955,348,0.7686,0.7685,0.7686,0.6712,0.7326,0.6974,100000,13005,1761,818,1382,14.492,29.464
relegator,	0.2,1.4,0.0178,1000,30.6581,422,0.7567,0.7566,0.7567,0.6636,0.7240,0.6722,100000,13183,1756,864,1389,14.367,29.263
relegator,	0.2,1.4,0.0178,1000,27.0810,376,0.7287,0.7285,0.7287,0.6468,0.7183,0.6792,100000,13303,1753,880,1363,14.287,28.779
relegator,	0.2,1.4,0.0178,1000,37.8659,525,0.7068,0.7067,0.7068,0.5515,0.6396,0.5589,100000,13209,1758,177,1170,14.370,31.879
relegator,	0.2,1.4,0.0178,1000,30.8407,427,0.7559,0.7558,0.7560,0.6286,0.7160,0.6603,100000,13308,1757,749,1342,14.315,29.348
relegator,	0.2,1.4,0.0178,1000,30.3625,421,0.7676,0.7676,0.7677,0.6566,0.7313,0.6438,100000,13132,1755,826,1365,14.384,29.162
relegator,	0.2,1.4,0.0178,1000,29.5184,406,0.6804,0.6802,0.6804,0.6105,0.7063,0.5920,100000,13228,1753,312,1256,14.322,31.719
relegator,	0.2,1.4,0.0178,1000,32.6645,452,0.6589,0.6588,0.6590,0.5970,0.6802,0.5863,100000,13226,1750,297,1204,14.300,31.077
relegator,	0.2,1.4,0.0178,1000,35.9097,492,0.6448,0.6447,0.6448,0.5533,0.6656,0.5744,100000,13134,1764,179,1157,14.452,31.654
relegator,	0.2,1.4,0.0178,1000,27.0279,374,0.7279,0.7277,0.7279,0.6617,0.7426,0.6516,100000,13160,1759,870,1389,14.401,29.224
relegator,	0.2,1.4,0.0178,1000,37.9868,526,0.7018,0.7017,0.7018,0.5519,0.6620,0.5776,100000,13157,1763,209,1169,14.433,31.491
relegator,	0.2,1.4,0.0178,1000,27.3790,378,0.7492,0.7491,0.7493,0.6571,0.7360,0.6544,100000,13085,1760,746,1365,14.445,29.709
relegator,	0.2,1.4,0.0178,1000,30.1606,415,0.7429,0.7427,0.7429,0.6092,0.6886,0.5958,100000,13315,1762,340,1254,14.350,31.409
relegator,	0.2,1.4,0.0178,1000,42.7242,588,0.7326,0.7326,0.7326,0.5490,0.6379,0.5537,100000,13415,1764,204,1162,14.318,31.440
relegator,	0.2,1.4,0.0178,1000,24.1853,332,0.7397,0.7395,0.7397,0.6495,0.7265,0.6821,100000,13225,1761,855,1394,14.385,29.395
relegator,	0.2,1.4,0.0178,1000,40.2312,556,0.7835,0.7835,0.7835,0.5346,0.6313,0.5491,100000,13065,1761,149,1124,14.463,31.503
relegator_factor,	0.2,1.4,0.0178,1000,31.0989,430,0.7600,0.7599,0.7600,0.1151,0.1410,0.1070,100000,13217,1748,888,1372,14.289,28.860
relegator_factor,	0.2,1.4,0.0178,1000,28.3215,396,0.7322,0.7321,0.7323,0.1097,0.1358,0.1125,100000,13200,1766,983,1419,14.436,28.953
relegator_factor,	0.2,1.4,0.0178,1000,32.6108,454,0.7648,0.7647,0.7648,0.1051,0.1356,0.1003,100000,13327,1764,684,1359,14.360,30.067
relegator_factor,	0.2,1.4,0.0178,1000,25.6214,357,0.7482,0.7481,0.7482,0.1103,0.1363,0.1118,100000,13259,1759,891,1395,14.354,29.177
relegator_factor,	0.2,1.4,0.0178,1000,30.9628,432,0.7622,0.7621,0.7623,0.1072,0.1311,0.1036,100000,13134,1758,806,1404,14.406,29.866
relegator_factor,	0.2,1.4,0.0178,1000,32.0575,450,0.7763,0.7762,0.7763,0.0991,0.1292,0.1083,100000,13134,1761,800,1374,14.429,29.468
relegator_factor,	0.2,1.4,0.0178,1000,28.3678,395,0.7470,0.7468,0.7470,0.1135,0.1430,0.1168,100000,13039,1763,973,1412,14.491,28.913
relegator_factor,	0.2,1.4,0.0178,1000,27.4300,383,0.7381,0.7380,0.7381,0.1098,0.1274,0.1167,100000,13122,1757,843,1378,14.404,29.240
relegator_factor,	0.2,1.4,0.0178,1000,31.8377,445,0.7709,0.7708,0.7709,0.1047,0.1227,0.1083,100000,13263,1748,1079,1412,14.267,28.291
relegator_factor,	0.2,1.4,0.0178,1000,27.4800,384,0.7823,0.7822,0.7823,0.1120,0.1379,0.1164,100000,13282,1760,837,1380,14.350,29.309
relegator_factor,	0.2,1.4,0.0178,1000,32.4329,453,0.7495,0.7494,0.7496,0.1079,0.1349,0.1187,100000,13032,1753,1006,1418,14.417,28.801
relegator_factor,	0.2,1.4,0.0178,1000,29.9467,418,0.7722,0.7721,0.7722,0.1012,0.1284,0.1118,100000,13554,1756,1026,1381,14.192,28.149
relegator_factor,	0.2,1.4,0.0178,1000,29.1197,407,0.7419,0.7418,0.7420,0.1127,0.1416,0.1239,100000,13197,1756,896,1357,14.360,28.589
relegator_factor,	0.2,1.4,0.0178,1000,28.4730,398,0.7559,0.7558,0.7559,0.1113,0.1401,0.1129,100000,13200,1760,887,1389,14.390,29.115
relegator_factor,	0.2,1.4,0.0178,1000,26.9425,378,0.7579,0.7578,0.7580,0.1096,0.1357,0.1140,100000,13062,1745,858,1370,14.340,29.024
relegator_factor,	0.2,1.4,0.0178,1000,28.0791,389,0.7784,0.7783,0.7784,0.1184,0.1452,0.1247,100000,13160,1758,1086,1421,14.393,28.380
relegator_factor,	0.2,1.4,0.0178,1000,29.6431,411,0.7615,0.7614,0.7615,0.1096,0.1346,0.1169,100000,13210,1758,988,1411,14.369,28.808
relegator_factor,	0.2,1.4,0.0178,1000,27.2855,380,0.7421,0.7419,0.7421,0.1164,0.1361,0.1146,100000,12931,1751,850,1385,14.451,29.296
relegator_factor,	0.2,1.4,0.0178,1000,25.0975,349,0.7593,0.7591,0.7593,0.1183,0.1450,0.1297,100000,13129,1758,930,1377,14.408,28.669
relegator_factor,	0.2,1.4,0.0178,1000,34.9219,487,0.7321,0.7320,0.7322,0.1015,0.1287,0.1074,100000,13102,1763,918,1391,14.460,28.948
relegator_diff,	0.2,1.4,0.0178,1000,27.4761,385,0.7414,0.7413,0.7414,-5.3125,-3.1637,-5.2350,100000,13204,1756,42,948,14.357,30.129
relegator_diff,	0.2,1.4,0.0178,1000,24.2784,339,0.6727,0.6726,0.6728,-4.9356,-3.1972,-4.7466,100000,13209,1756,52,988,14.354,30.637
relegator_diff,	0.2,1.4,0.0178,1000,25.6153,357,0.7094,0.7094,0.7095,-4.7565,-3.3106,-4.6894,100000,13040,1752,62,960,14.405,30.029
relegator_diff,	0.2,1.4,0.0178,1000,27.2261,381,0.7448,0.7447,0.7448,-4.8608,-3.0860,-4.5431,100000,13052,1755,68,996,14.423,30.534
relegator_diff,	0.2,1.4,0.0178,1000,21.7829,303,0.7325,0.7324,0.7326,-4.2555,-2.7845,-4.3277,100000,13221,1759,78,1028,14.372,30.911
relegator_diff,	0.2,1.4,0.0178,1000,24.8984,348,0.7442,0.7442,0.7443,-5.0703,-3.2022,-4.3548,100000,13151,1752,55,985,14.351,30.544
relegator_diff,	0.2,1.4,0.0178,1000,30.8836,433,0.7435,0.7435,0.7435,-5.1460,-3.1168,-5.0707,100000,13222,1759,20,922,14.371,30.040
relegator_diff,	0.2,1.4,0.0178,1000,26.2917,366,0.7449,0.7450,0.7449,-5.2464,-3.2756,-4.7813,100000,13348,1765,53,1055,14.357,31.694
relegator_diff,	0.2,1.4,0.0178,1000,25.3390,356,0.7329,0.7328,0.7329,-5.0569,-3.0442,-4.2621,100000,13176,1756,74,1057,14.370,31.430
relegator_diff,	0.2,1.4,0.0178,1000,21.9468,307,0.4009,0.4011,0.4009,-5.2375,-2.9392,-4.8376,100000,12910,1755,37,968,14.492,30.535
relegator_diff,	0.2,1.4,0.0178,1000,25.8924,362,0.7005,0.7004,0.7005,-4.8263,-3.0413,-4.5578,100000,13222,1757,51,976,14.356,30.455
relegator_diff,	0.2,1.4,0.0178,1000,26.8916,377,0.7096,0.7095,0.7096,-4.9935,-2.9088,-5.2258,100000,13268,1767,40,936,14.411,29.961
relegator_diff,	0.2,1.4,0.0178,1000,25.3442,353,0.7091,0.7090,0.7091,-5.1278,-3.1321,-5.2625,100000,13153,1757,47,972,14.389,30.449
relegator_diff,	0.2,1.4,0.0178,1000,26.8235,372,0.7282,0.7282,0.7282,-4.9171,-3.0136,-4.7783,100000,13103,1750,72,1019,14.359,30.850
relegator_diff,	0.2,1.4,0.0178,1000,27.7460,386,0.7023,0.7023,0.7022,-5.3790,-3.1906,-5.2866,100000,13051,1755,39,971,14.423,30.553
relegator_diff,	0.2,1.4,0.0178,1000,25.5390,357,0.7199,0.7198,0.7199,-4.7880,-3.0353,-5.1471,100000,13198,1757,79,1040,14.367,31.090
relegator_diff,	0.2,1.4,0.0178,1000,21.7561,301,0.7401,0.7400,0.7401,-3.6667,-2.7330,-4.3665,100000,13155,1756,126,1085,14.380,31.179
relegator_diff,	0.2,1.4,0.0178,1000,20.6187,286,0.6535,0.6532,0.6535,-4.6173,-3.1126,-4.1421,100000,13094,1758,63,1027,14.425,31.107
relegator_diff,	0.2,1.4,0.0178,1000,24.0411,334,0.7082,0.7081,0.7082,-4.9354,-3.2286,-4.5139,100000,13215,1764,46,968,14.413,30.399
relegator_diff,	0.2,1.4,0.0178,1000,26.8811,376,0.6836,0.6835,0.6836,-5.0768,-3.1096,-5.1598,100000,13332,1761,42,954,14.334,30.229
regress,	0.2,1.4,0.0316,1000,28.5466,476,0.7993,0.7992,0.7993,0.2744,0.3077,0.2886,100000,12917,3114,363,2230,24.595,43.793
regress,	0.2,1.4,0.0316,1000,33.4440,556,0.8032,0.8032,0.8033,0.2737,0.3063,0.2791,100000,12869,3127,182,2031,24.724,43.174
regress,	0.2,1.4,0.0316,1000,26.9698,449,0.7847,0.7847,0.7848,0.2766,0.3150,0.2804,100000,13002,3122,436,2248,24.586,43.392
regress,	0.2,1.4,0.0316,1000,27.2519,453,0.7922,0.7921,0.7922,0.2768,0.3124,0.2766,100000,13021,3117,386,2206,24.536,43.330
regress,	0.2,1.4,0.0316,1000,33.3784,559,0.8028,0.8028,0.8028,0.2817,0.3173,0.2802,100000,13049,3129,542,2334,24.600,43.522
regress,	0.2,1.4,0.0316,1000,30.7211,512,0.7998,0.7998,0.7999,0.2765,0.3122,0.2721,100000,12917,3126,264,2118,24.680,43.397
regress,	0.2,1.4,0.0316,1000,27.4147,458,0.7925,0.7925,0.7926,0.2763,0.3138,0.2868,100000,12851,3126,286,2171,24.731,43.798
regress,	0.2,1.4,0.0316,1000,33.0045,551,0.8120,0.8120,0.8121,0.2724,0.3056,0.2704,100000,13042,3140,492,2362,24.684,44.213
regress,	0.2,1.4,0.0316,1000,32.8702,545,0.8079,0.8079,0.8080,0.2710,0.3112,0.2802,100000,12966,3113,431,2315,24.550,44.177
regress,	0.2,1.4,0.0316,1000,30.5104,508,0.7855,0.7855,0.7856,0.2739,0.3056,0.2818,100000,13041,3119,414,2258,24.535,43.682
regress,	0.2,1.4,0.0316,1000,29.8306,500,0.8014,0.8013,0.8014,0.2730,0.3079,0.2800,100000,12999,3116,449,2253,24.546,43.343
regress,	0.2,1.4,0.0316,1000,33.3643,552,0.8179,0.8178,0.8179,0.2706,0.3067,0.2664,100000,12900,3119,225,2107,24.643,43.632
regress,	0.2,1.4,0.0316,1000,34.4414,575,0.8117,0.8117,0.8118,0.2691,0.3037,0.2740,100000,13039,3123,422,2256,24.565,43.595
regress,	0.2,1.4,0.0316,1000,26.7421,442,0.7934,0.7934,0.7935,0.2792,0.3117,0.2773,100000,12949,3119,270,2118,24.606,43.342
regress,	0.2,1.4,0.0316,1000,28.6350,478,0.7898,0.7898,0.7899,0.2708,0.3123,0.2690,100000,13003,3118,170,2038,24.557,43.372
regress,	0.2,1.4,0.0316,1000,29.0186,481,0.7948,0.7948,0.7949,0.2804,0.3135,0.2805,100000,12962,3127,266,2159,24.653,43.843
regress,	0.2,1.4,0.0316,1000,32.0943,537,0.8007,0.8007,0.8008,0.2709,0.3075,0.2719,100000,12986,3118,247,2108,24.570,43.439
regress,	0.2,1.4,0.0316,1000,27.3090,451,0.7988,0.7988,0.7989,0.2735,0.3063,0.2725,100000,12897,3133,859,2498,24.745,43.114
regress,	0.2,1.4,0.0316,1000,31.1838,517,0.8000,0.7999,0.8000,0.2778,0.3089,0.2817,100000,13042,3108,430,2217,24.457,43.091
regress,	0.2,1.4,0.0316,1000,32.4545,541,0.7953,0.7953,0.7954,0.2719,0.3080,0.2725,100000,13006,3120,250,2096,24.569,43.274
binary_softmax,	0.2,1.4,0.0316,1000,26.7124,437,0.8003,0.8003,0.8004,0.2707,0.3059,0.2761,100000,13035,3118,1632,2685,24.533,40.865
binary_softmax,	0.2,1.4,0.0316,1000,26.6790,441,0.7871,0.7870,0.7871,0.2766,0.3114,0.2650,100000,13093,3127,1537,2676,24.553,41.228
binary_softmax,	0.2,1.4,0.0316,1000,27.0530,445,0.8005,0.8004,0.8005,0.2731,0.3067,0.2782,100000,12974,3119,1740,2747,24.587,41.009
binary_softmax,	0.2,1.4,0.0316,1000,28.3828,467,0.7996,0.7995,0.7996,0.2744,0.3042,0.2754,100000,12809,3130,1907,2777,24.792,40.576
binary_softmax,	0.2,1.4,0.0316,1000,31.5141,522,0.8052,0.8051,0.8052,0.2752,0.3120,0.2708,100000,13014,3119,1829,2751,24.556,40.650
binary_softmax,	0.2,1.4,0.0316,1000,26.0939,429,0.7989,0.7989,0.7990,0.2724,0.3080,0.2648,100000,12983,3124,1610,2720,24.615,41.336
binary_softmax,	0.2,1.4,0.0316,1000,32.7078,539,0.8011,0.8011,0.8011,0.2749,0.3061,0.2663,100000,13170,3114,1853,2738,24.403,40.409
binary_softmax,	0.2,1.4,0.0316,1000,32.4002,533,0.8028,0.8028,0.8029,0.2733,0.3080,0.2822,100000,13144,3123,1633,2733,24.486,41.362
binary_softmax,	0.2,1.4,0.0316,1000,24.4165,401,0.7947,0.7946,0.7947,0.2756,0.3153,0.2714,100000,13225,3116,1940,2750,24.376,40.156
binary_softmax,	0.2,1.4,0.0316,1000,23.5888,389,0.7934,0.7933,0.7934,0.2729,0.3091,0.2688,100000,13198,3122,1771,2738,24.438,40.775
binary_softmax,	0.2,1.4,0.0316,1000,29.5081,487,0.7864,0.7863,0.7864,0.2721,0.3086,0.2749,100000,12985,3127,1847,2742,24.635,40.477
binary_softmax,	0.2,1.4,0.0316,1000,26.5126,438,0.8048,0.8047,0.8048,0.2789,0.3150,0.2709,100000,13115,3119,1891,2799,24.480,40.871
binary_softmax,	0.2,1.4,0.0316,1000,27.0516,446,0.8034,0.8034,0.8034,0.2780,0.3130,0.2807,100000,13154,3121,1769,2742,24.464,40.825
binary_softmax,	0.2,1.4,0.0316,1000,27.2267,448,0.7979,0.7979,0.7980,0.2779,0.3114,0.2748,100000,13115,3120,1875,2772,24.487,40.664
binary_softmax,	0.2,1.4,0.0316,1000,25.7072,422,0.7839,0.7838,0.7840,0.2775,0.3092,0.2669,100000,13119,3117,1628,2648,24.462,40.495
binary_softmax,	0.2,1.4,0.0316,1000,28.3167,469,0.7903,0.7903,0.7903,0.2714,0.3084,0.2833,100000,13025,3111,1798,2717,24.491,40.435
binary_softmax,	0.2,1.4,0.0316,1000,24.7918,409,0.7858,0.7857,0.7858,0.2734,0.3099,0.2721,100000,13010,3124,1725,2725,24.595,40.849
binary_softmax,	0.2,1.4,0.0316,1000,26.1497,433,0.7909,0.7908,0.7909,0.2736,0.3109,0.2669,100000,13178,3118,1545,2661,24.425,41.031
binary_softmax,	0.2,1.4,0.0316,1000,28.0015,462,0.8091,0.8090,0.8091,0.2729,0.3129,0.2798,100000,12956,3124,1640,2739,24.636,41.391
binary_softmax,	0.2,1.4,0.0316,1000,24.7914,411,0.7884,0.7883,0.7884,0.2737,0.3083,0.2760,100000,13012,3133,1432,2682,24.657,41.814
relegator,	0.2,1.4,0.0316,1000,27.5726,381,0.7532,0.7530,0.7532,0.5054,0.5689,0.5052,100000,13258,3119,1060,2555,24.372,42.495
relegator,	0.2,1.4,0.0316,1000,28.9148,399,0.7525,0.7523,0.7525,0.4818,0.5332,0.5032,100000,13123,3115,893,2442,24.445,42.286
relegator,	0.2,1.4,0.0316,1000,26.5170,366,0.7489,0.7488,0.7490,0.4938,0.5489,0.5010,100000,12882,3120,1050,2550,24.664,42.500
relegator,	0.2,1.4,0.0316,1000,31.0013,430,0.7467,0.7466,0.7467,0.4859,0.5495,0.5029,100000,13195,3121,1219,2600,24.434,42.073
relegator,	0.2,1.4,0.0316,1000,28.6097,396,0.7730,0.7729,0.7730,0.5002,0.5628,0.4972,100000,12934,3123,1081,2529,24.646,42.092
relegator,	0.2,1.4,0.0316,1000,24.2790,334,0.7363,0.7361,0.7363,0.5070,0.5658,0.5024,100000,13044,3109,1032,2548,24.462,42.585
relegator,	0.2,1.4,0.0316,1000,30.7915,425,0.7804,0.7803,0.7804,0.4866,0.5493,0.4995,100000,12958,3118,1086,2547,24.592,42.257
relegator,	0.2,1.4,0.0316,1000,25.9173,356,0.7554,0.7552,0.7554,0.4976,0.5657,0.5215,100000,12906,3121,1065,2530,24.653,42.196
relegator,	0.2,1.4,0.0316,1000,27.8192,385,0.6495,0.6492,0.6495,0.5006,0.5619,0.5014,100000,13001,3123,932,2516,24.594,42.848
relegator,	0.2,1.4,0.0316,1000,27.2366,373,0.7509,0.7508,0.7510,0.5227,0.5745,0.5244,100000,12994,3121,1174,2583,24.585,42.141
relegator,	0.2,1.4,0.0316,1000,25.3972,349,0.7725,0.7724,0.7726,0.5063,0.5552,0.5195,100000,13093,3113,1282,2542,24.454,41.107
relegator,	0.2,1.4,0.0316,1000,31.1964,433,0.7489,0.7488,0.7490,0.5126,0.5622,0.5094,100000,12970,3120,1143,2525,24.597,41.691
relegator,	0.2,1.4,0.0316,1000,25.8490,358,0.7647,0.7646,0.7648,0.5012,0.5632,0.5129,100000,12988,3122,942,2486,24.597,42.460
relegator,	0.2,1.4,0.0316,1000,29.9386,412,0.7765,0.7764,0.7765,0.5185,0.5727,0.5170,100000,13240,3122,1170,2521,24.407,41.495
relegator,	0.2,1.4,0.0316,1000,30.1329,417,0.7228,0.7227,0.7229,0.4972,0.5531,0.4796,100000,12991,3122,881,2479,24.595,42.767
relegator,	0.2,1.4,0.0316,1000,26.3818,365,0.7297,0.7295,0.7297,0.5041,0.5533,0.4913,100000,12936,3114,1128,2541,24.580,41.950
relegator,	0.2,1.4,0.0316,1000,29.8840,413,0.7335,0.7334,0.7335,0.4884,0.5460,0.4847,100000,13010,3128,957,2517,24.623,42.704
relegator,	0.2,1.4,0.0316,1000,23.1560,320,0.7316,0.7314,0.7317,0.5259,0.5838,0.5219,100000,12952,3120,1158,2536,24.610,41.725
relegator,	0.2,1.4,0.0316,1000,26.0851,359,0.7139,0.7138,0.7140,0.4936,0.5551,0.5024,100000,13208,3122,803,2434,24.431,42.781
relegator,	0.2,1.4,0.0316,1000,26.7626,370,0.6876,0.6874,0.6877,0.5039,0.5710,0.5061,100000,12922,3122,836,2507,24.648,43.360
relegator_factor,	0.2,1.4,0.0316,1000,36.3340,508,0.5722,0.5719,0.5722,0.0542,0.0705,0.0524,100000,13147,3118,367,2205,24.448,43.478
relegator_factor,	0.2,1.4,0.0316,1000,30.1058,419,0.7762,0.7761,0.7763,0.0650,0.0765,0.0639,100000,12901,3121,957,2530,24.657,42.844
relegator_factor,	0.2,1.4,0.0316,1000,27.6069,385,0.7716,0.7715,0.7716,0.0671,0.0833,0.0639,100000,13211,3120,1146,2550,24.415,41.944
relegator_factor,	0.2,1.4,0.0316,1000,29.6430,415,0.7313,0.7312,0.7314,0.0611,0.0748,0.0649,100000,13017,3121,826,2442,24.568,42.717
relegator_factor,	0.2,1.4,0.0316,1000,36.2198,508,0.7779,0.7778,0.7779,0.0577,0.0701,0.0619,100000,12814,3121,665,2365,24.724,42.965
relegator_factor,	0.2,1.4,0.0316,1000,30.3185,425,0.7700,0.7699,0.7700,0.0653,0.0776,0.0668,100000,13037,3124,1117,2520,24.574,41.786
relegator_factor,	0.2,1.4,0.0316,1000,25.4719,353,0.7381,0.7380,0.7382,0.0616,0.0777,0.0634,100000,13044,3125,864,2475,24.576,42.832
relegator_factor,	0.2,1.4,0.0316,1000,29.7067,413,0.7352,0.7351,0.7352,0.0640,0.0764,0.0714,100000,12914,3123,793,2455,24.661,43.077
relegator_factor,	0.2,1.4,0.0316,1000,28.5184,399,0.7343,0.7341,0.7343,0.0641,0.0800,0.0648,100000,13029,3109,1082,2518,24.473,41.967
relegator_factor,	0.2,1.4,0.0316,1000,33.8886,470,0.7253,0.7252,0.7254,0.0592,0.0735,0.0664,100000,13043,3120,883,2481,24.541,42.776
relegator_factor,	0.2,1.4,0.0316,1000,28.6469,400,0.7279,0.7277,0.7279,0.0641,0.0764,0.0686,100000,13050,3118,980,2489,24.522,42.259
relegator_factor,	0.2,1.4,0.0316,1000,25.3696,356,0.7427,0.7426,0.7428,0.0703,0.0838,0.0736,100000,12886,3122,1069,2528,24.675,42.151
relegator_factor,	0.2,1.4,0.0316,1000,28.4967,398,0.7299,0.7297,0.7299,0.0637,0.0757,0.0657,100000,13045,3117,817,2436,24.518,42.711
relegator_factor,	0.2,1.4,0.0316,1000,28.0688,390,0.7042,0.7041,0.7043,0.0643,0.0791,0.0692,100000,12909,3131,991,2528,24.722,42.615
relegator_factor,	0.2,1.4,0.0316,1000,29.4499,409,0.7729,0.7728,0.7729,0.0637,0.0785,0.0631,100000,12947,3115,1038,2487,24.579,41.889
relegator_factor,	0.2,1.4,0.0316,1000,26.2494,365,0.7476,0.7475,0.7477,0.0639,0.0767,0.0630,100000,13087,3125,996,2522,24.543,42.520
relegator_factor,	0.2,1.4,0.0316,1000,31.8760,444,0.7618,0.7617,0.7618,0.0603,0.0714,0.0630,100000,13044,3131,1083,2535,24.618,42.145
relegator_factor,	0.2,1.4,0.0316,1000,28.1591,394,0.7647,0.7646,0.7647,0.0638,0.0772,0.0682,100000,13167,3113,1174,2526,24.398,41.527
relegator_factor,	0.2,1.4,0.0316,1000,27.7345,386,0.7343,0.7341,0.7343,0.0655,0.0796,0.0714,100000,13107,3126,944,2539,24.535,43.022
relegator_factor,	0.2,1.4,0.0316,1000,32.1940,451,0.7374,0.7373,0.7374,0.0597,0.0730,0.0600,100000,13017,3109,858,2430,24.483,42.378
relegator_diff,	0.2,1.4,0.0316,1000,24.3256,340,0.7401,0.7400,0.7401,-7.2848,-5.0502,-6.9584,100000,13085,3114,73,1879,24.467,42.529
relegator_diff,	0.2,1.4,0.0316,1000,24.6145,343,0.7391,0.7391,0.7392,-7.4242,-5.5578,-7.4337,100000,13086,3111,90,1842,24.445,41.907
relegator_diff,	0.2,1.4,0.0316,1000,25.5527,358,0.6725,0.6724,0.6726,-7.6132,-5.6465,-7.3632,100000,13033,3115,67,1740,24.513,40.933
relegator_diff,	0.2,1.4,0.0316,1000,22.2695,312,0.6125,0.6122,0.6125,-7.5822,-5.5195,-6.6575,100000,12995,3124,65,1736,24.606,40.907
relegator_diff,	0.2,1.4,0.0316,1000,24.4329,341,0.7280,0.7279,0.7281,-6.8841,-5.0645,-7.2075,100000,12892,3122,66,1868,24.671,42.476
relegator_diff,	0.2,1.4,0.0316,1000,24.0701,335,0.4277,0.4279,0.4276,-7.7890,-5.1613,-7.0720,100000,13127,3128,64,1829,24.534,42.038
relegator_diff,	0.2,1.4,0.0316,1000,26.5651,369,0.4685,0.4683,0.4686,-7.7917,-5.5487,-7.1114,100000,13044,3116,50,1659,24.512,40.131
relegator_diff,	0.2,1.4,0.0316,1000,25.8419,361,0.6315,0.6312,0.6315,-7.2953,-5.5363,-7.3779,100000,12941,3118,84,1836,24.605,41.901
relegator_diff,	0.2,1.4,0.0316,1000,25.6449,358,0.6971,0.6970,0.6972,-7.8629,-5.3853,-7.2803,100000,12933,3113,56,1738,24.575,41.033
relegator_diff,	0.2,1.4,0.0316,1000,26.0263,365,0.7310,0.7309,0.7310,-7.2052,-5.3308,-7.2474,100000,12962,3125,76,1905,24.638,42.801
relegator_diff,	0.2,1.4,0.0316,1000,24.6951,345,0.6449,0.6449,0.6449,-7.4179,-5.4816,-7.3256,100000,12951,3114,90,1891,24.568,42.486
relegator_diff,	0.2,1.4,0.0316,1000,27.5734,383,0.7414,0.7414,0.7415,-7.8692,-5.5535,-7.1349,100000,12885,3119,60,1795,24.655,41.677
relegator_diff,	0.2,1.4,0.0316,1000,25.4091,353,0.6607,0.6606,0.6608,-7.7616,-5.5986,-7.7784,100000,13019,3122,57,1706,24.574,40.631
relegator_diff,	0.2,1.4,0.0316,1000,23.5774,328,0.7193,0.7192,0.7193,-6.5006,-4.9486,-6.4732,100000,12978,3113,86,1809,24.541,41.556
relegator_diff,	0.2,1.4,0.0316,1000,28.4287,397,0.6204,0.6202,0.6204,-7.5098,-5.6331,-7.6956,100000,13032,3114,52,1768,24.507,41.443
relegator_diff,	0.2,1.4,0.0316,1000,29.3055,408,0.6061,0.6059,0.6061,-7.6205,-5.5720,-7.5939,100000,13051,3129,45,1766,24.599,41.498
relegator_diff,	0.2,1.4,0.0316,1000,27.0479,376,0.4366,0.4367,0.4365,-7.9122,-5.3789,-7.4319,100000,13030,3125,60,1770,24.586,41.376
relegator_diff,	0.2,1.4,0.0316,1000,23.8052,333,0.7134,0.7133,0.7134,-7.3677,-5.3398,-7.1828,100000,13047,3103,73,1835,24.417,42.009
relegator_diff,	0.2,1.4,0.0316,1000,26.8477,374,0.7442,0.7441,0.7442,-7.3387,-5.3817,-7.5710,100000,13005,3128,80,1808,24.627,41.610
relegator_diff,	0.2,1.4,0.0316,1000,24.1052,336,0.4080,0.4082,0.4080,-7.6348,-5.3094,-7.4157,100000,12967,3120,57,1755,24.599,41.229
regress,	0.2,1.4,0.0562,1000,34.3198,573,0.8074,0.8074,0.8074,0.2731,0.3088,0.2808,100000,12626,5548,382,3989,41.154,60.336
